,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,12.0,8.125,10.15,9.147210743801653,7.91614881079519,11.878571428571428,8.96353961827646,5.5,8.102952435639775,9.648703849175178,7.439897698209719,8.195181061628428,11.09433962264151,0.0,9.5,8.91388553307158,7.684289364701736,11.76923076923077,7.824561403508771,8.827956989247312,10.857142857142858,12.0,7.710421638822594,8.681271858385063,10.513333333333334,8.408888888888889,8.866666666666667,8.371003996003996,8.628919631093543,6.526267281105991,7.908624708624709,6.717741935483872,10.1625,10.752173913043478,11.006475658047984
2,9.0,11.35,10.096666666666666,8.375,8.583333333333332,9.649209486166008,10.146198830409356,7.313492063492063,3.515873015873016,3.2357142857142858,2.458333333333333,4.567994310099573,9.666666666666666,7.5,0.9473684210526315,5.62962962962963,7.9148148148148145,7.884615384615385,7.473684210526316,10.470588235294118,0.0,4.235294117647059,3.96875,4.059478505990134,9.555555555555555,7.0,11.5,10.944444444444445,7.437005928853755,5.870056497175141,6.0,2.0,9.392857142857144,10.17391304347826,9.572336561743342
3,11.916666666666666,11.916666666666666,12.0,9.185990783410137,11.824561403508772,10.545454545454545,12.0,12.0,10.94074074074074,12.0,10.38888888888889,10.807142857142857,8.333333333333334,9.0,11.093957871396896,11.721709636812905,10.782608695652174,12.0,10.648550724637682,10.874389051808407,10.56078431372549,11.110100090991812,10.3,11.526960784313726,12.0,11.666666666666666,10.671863262854854,11.707110241356817,11.8125,10.6,9.914339376122816,11.230769230769232,7.774144506287364,10.922155688622754,11.20018115942029
4,12.0,12.0,9.965714285714286,11.931972789115648,11.19078947368421,11.728260869565219,11.123120300751879,11.166666666666666,12.0,10.668261562998405,12.0,11.411366498740554,12.0,9.807692307692307,10.438356164383562,7.732089238529906,10.059384941675503,9.687776642832823,10.139880952380953,11.384615384615385,9.314285714285715,9.61,11.727272727272727,9.812702049128166,12.0,11.5,11.625,11.772727272727273,11.847826086956522,10.883928571428571,11.696969696969697,11.92,11.070772058823529,11.880514705882353,12.0
5,12.0,12.0,9.251428571428571,10.758241758241759,9.147462626637015,11.992857142857142,10.499013157894737,11.333333333333334,10.822970276032613,10.878022759601707,10.846226278429668,10.219391781302365,12.0,11.025641025641027,9.585669625444703,9.25977833942416,8.72461937598143,11.112359550561798,8.501319289629844,8.257264957264956,10.595238095238095,10.044179894179894,10.034120879120879,7.724143692564745,10.461538461538462,9.29,9.977667493796526,9.241228070175438,10.733333333333334,9.344086021505376,10.566666666666666,9.70966748768473,10.439583333333333,11.0125,10.768339307048985
6,9.25,11.147540983606557,10.037037037037036,9.667752442996743,10.56,8.895522388059701,10.1,8.949640287769784,10.598726114649681,10.972602739726028,11.090909090909092,8.56338028169014,10.781278974638669,10.086134453781511,10.581250083597501,9.023013424057812,11.033533533533534,8.491377946527448,9.37080103359173,10.251075268817205,10.378236245954692,10.379650578179989,7.865020225675963,9.782005689900426,11.437296946068876,11.078947368421051,10.523856110776642,11.25,10.563186813186814,11.422222222222222,11.555555555555555,10.357122260668973,10.71119039331709,10.79211956521739,0.0
7,12.0,11.0,11.926470588235293,12.0,11.75,11.894487865076101,12.0,11.25,12.0,11.866310160427808,11.84,11.811668129296473,11.5,12.0,12.0,11.652173913043478,12.0,11.424242424242424,12.0,11.538461538461538,11.577380952380953,10.18954248366013,11.921875,11.467033315705976,11.6,12.0,11.875,9.527272727272727,12.0,11.780844155844155,11.722222222222221,12.0,12.0,11.977272727272727,9.777777777777779
8,12.0,12.0,10.499578622582291,11.903846153846153,12.0,11.798914224742635,11.525316455696203,11.863636363636363,11.593758043758044,11.472222222222221,11.89051094890511,10.833333333333334,11.909774436090226,11.142857142857142,11.743589743589743,11.548594020599763,9.25,11.803921568627452,12.0,11.903846153846153,11.592139645114244,11.6,10.337873111103079,11.880597014925373,12.0,12.0,11.857777777777777,7.84731058415269,9.333333333333334,10.18169014084507,11.611111111111112,12.0,10.421052631578949,10.949494949494948,6.0
9,12.0,12.0,11.44139856589885,12.0,11.966666666666667,11.934736722364065,11.457983193277311,11.625,11.895833333333334,11.4,11.347772277227723,10.570053120849934,12.0,11.64,11.583041958041958,11.838543093051973,11.25,11.597097097097098,10.996593673965938,11.656741108354012,11.821691176470589,11.665013774104683,11.26017342528246,11.542857142857143,11.703703703703704,12.0,11.397727272727273,7.487179487179486,6.885245901639344,11.2,11.458333333333334,12.0,10.81720430107527,11.082121212121214,1.7755102040816326
10,10.38681592039801,11.16931216931217,11.065820105820107,10.941262353998203,9.917763157894736,9.853046594982079,9.082102138568441,8.31810989643268,11.353193146417446,9.251684529462308,10.858974358974358,9.026952695269527,11.125,10.992316017316016,10.13644054760806,10.59529456051195,9.51943140323422,9.9992673992674,10.245951417004049,7.794504375899725,9.351851851851853,8.502347417840376,8.579292750892892,10.227703984819735,11.705882352941176,12.0,12.0,11.285714285714285,12.0,12.0,6.666666666666667,11.411764705882353,11.368421052631579,10.066666666666666,7.776785714285714
11,12.0,11.2265625,11.42669268354591,12.0,11.93859649122807,11.463190184049079,12.0,11.5,12.0,11.666666666666666,10.754890583554376,10.240637450199204,11.439130434782609,12.0,11.521008403361344,11.662727194961077,11.75,12.0,11.689962476547842,11.926470588235293,11.441726943092792,10.882732732732732,11.766810168101681,11.966867469879517,11.488888888888889,12.0,11.971428571428572,11.770220588235293,12.0,9.723934426229507,10.706730769230768,12.0,12.0,11.532073310423826,6.333333333333334
12,12.0,12.0,9.788671023965142,11.875,10.994152046783626,11.496042198572596,11.745863970588236,10.5,11.675925925925926,10.493827160493828,10.189885772122615,11.458845208845208,10.603418803418803,9.666666666666666,10.757692307692308,9.92122020883083,10.0,10.4,8.24074074074074,10.950460829493087,9.367233514305799,8.78360655737705,11.60755648376685,11.630295857988166,10.233333333333334,12.0,11.060714285714287,10.579545454545455,10.92,11.459016393442623,11.916666666666666,12.0,12.0,10.9625,8.126388888888888
13,11.5,8.86753634475597,10.31787330316742,11.254548199872954,9.32765413994263,9.67795573351129,9.65220620358235,8.25,6.333333333333333,11.752475247524753,9.005695509309968,9.578513828034968,11.037735849056604,11.727272727272727,10.058823529411764,9.4906076289055,10.637234042553192,9.999223602484472,8.333333333333334,10.711799660441425,8.911764705882353,9.1,4.898989898989899,9.880736278447122,10.758333333333333,11.519607843137257,8.96501682194617,9.488095238095237,6.567927170868347,11.388235294117647,10.331481481481482,10.562939521800281,9.916666666666666,10.442234848484848,8.9375
16,12.0,11.496062992125985,11.14779411764706,10.066666666666666,10.81123595505618,9.967245989304814,10.8182261208577,11.723946135831381,10.687411347517731,10.512485970819304,11.106690777576853,10.645833333333332,11.410536869929814,10.508233701782089,10.456675173000436,10.911976911976911,9.490652467883706,10.581059390048154,11.136795491143317,9.080357142857142,8.460872411786326,10.340775510711268,9.981900452488688,9.823529411764707,11.190583925878045,10.09181141439206,9.34051724137931,10.045977011494253,11.575757575757576,10.91389599317988,12.0,10.459090909090909,11.148044014023396,9.477272727272727,10.397545339575935
17,11.345911949685535,6.558697838109604,9.981461675579324,8.032967032967033,6.876212426774225,7.525462304409673,11.890965732087226,9.824225865209472,7.532163288550646,8.268790264853257,7.697078715199968,11.838709677419356,10.453070175438596,9.066239316239317,7.41823877479986,9.426629072681703,7.655555555555555,6.363636363636363,7.703125,8.99312525010004,7.687039312039312,9.871863799283155,9.12820512820513,11.701612903225806,9.819232275754016,10.97979797979798,6.885017999242137,8.279515938606847,10.43939393939394,6.80471440750213,8.151455026455027,7.234469696969697,6.475237517687487,9.023809523809524,9.300437755623722
